"日本標準商品分類(平成2年[1990年]6月改定)"
"分類コード","項目名","本籍"
"811331","ダイヤモンドを用いたイヤリング",""
"811339","その他の貴石・半貴石を用いたイヤリング（合成及び再生したものを含む。）",""
"81134","天然・養殖真珠を用いたイヤリング",""
"811341","天然真珠を用いたイヤリング",""
"811342","養殖真珠を用いたイヤリング",""
"8113421","淡水養殖真珠を用いたイヤリング",""
"8113429","その他の養殖真珠を用いたイヤリング",""
"81135","べっこう，さんご及びその他動物性天然素材を用いたイヤリング",""
"811351","べっこうを用いたイヤリング",""
"811352","さんごを用いたイヤリング",""
"811359","その他の動物性天然素材を用いたイヤリング",""
"81136","人工真珠（人造真珠）を用いたイヤリング",""
"811361","ガラス製（ベース）人工真珠を用いたイヤリング",""
"811362","プラスチック製（ベース）人工真珠を用いたイヤリング",""
"811363","貝殻製（ベース）人工真珠を用いたイヤリング",""
"811369","その他の人工真珠（人造真珠）を用いたイヤリング",""
"81137","ガラスを用いたイヤリング",""
"811371","研磨されたガラスを用いたイヤリング",""
"811379","その他のガラスを用いたイヤリング",""
"81138","プラスチックを用いたイヤリング",""
"81139","その他のイヤリング",""
"8114","ブレスレット，アームレット及びこれらに類するもの（以下「ブレスレット類」という。）",""
"81141","貴金属製ブレスレット類（貴金属を張ったものを含む。）",""
"811411","金製ブレスレット類",""
"811412","銀製ブレスレット類",""
"811413","白金（プラチナ）製ブレスレット類",""
"811419","その他の貴金属製ブレスレット類（貴金属を張ったものを含む。）",""
"81142","卑金属製ブレスレット類（貴金属をめっきしたものを含む。）",""
"811421","銅・真ちゅう製ブレスレット類",""
"811429","その他の卑金属製ブレスレット類（貴金属をめっきしたものを含む。）",""
"81143","貴石・半貴石を用いたブレスレット類（合成及び再生したものを含む。）",""
"811431","ダイヤモンドを用いたブレスレット類",""
"811439","その他の貴石・半貴石を用いたブレスレット類（合成及び再生したものを含む。）",""
"81144","天然・養殖真珠を用いたブレスレット類",""
"811441","天然真珠を用いたブレスレット類",""
"811442","養殖真珠を用いたブレスレット類",""
"8114421","淡水養殖真珠を用いたブレスレット類",""
"8114429","その他の養殖真珠を用いたブレスレット類",""
"81145","べっこう，さんご及びその他動物性天然素材を用いたブレスレット類",""
"811451","べっこうを用いたブレスレット類",""
"811452","さんごを用いたブレスレット類",""
"811459","その他の動物性天然素材を用いたブレスレット類",""
"81146","人工真珠（人造真珠）を用いたブレスレット類",""
"811461","ガラス製（ベース）人工真珠を用いたブレスレット類",""
"811462","プラスチック製（ベース）人工真珠を用いたブレスレット類",""
"811463","貝殻製（ベース）人工真珠を用いたブレスレット類",""
"811469","その他の人工真珠（人造真珠）を用いたブレスレット類",""
"81147","ガラスを用いたブレスレット類",""
"811471","研磨されたガラスを用いたブレスレット類",""
"811479","その他のガラスを用いたブレスレット類",""
"81148","プラスチックを用いたブレスレット類",""
"81149","その他のブレスレット類",""
"8115","ペンダント（ロケットを含む。）",""
"81151","貴金属製ペンダント（貴金属を張ったものを含む。）",""
"811511","金製ペンダント",""
"811512","銀製ペンダント",""
"811513","白金（プラチナ）製ペンダント",""
"811519","その他の貴金属製ペンダント（貴金属を張ったものを含む。）",""
"81152","卑金属製ペンダント（貴金属をめっきしたものを含む。）",""
"811521","銅・真ちゅう製ペンダント",""
"811529","その他の卑金属製ペンダント（貴金属をめっきしたものを含む。）",""
"81153","貴石・半貴石を用いたペンダント（合成及び再生したものを含む。）",""
"811531","ダイヤモンドを用いたペンダント",""
"811539","その他の貴石・半貴石を用いたペンダント（合成及び再生したものを含む。）",""
"81154","天然・養殖真珠を用いたペンダント",""
"81155","べっこう，さんご及びその他動物性天然素材を用いたペンダント",""
"811551","べっこうを用いたペンダント",""
"811552","さんごを用いたペンダント",""
"811559","その他の動物性天然素材を用いたペンダント",""
"81156","人工真珠（人造真珠）を用いたペンダント",""
"81157","ガラスを用いたペンダント",""
"811571","研磨されたガラスを用いたペンダント",""
"811579","その他のガラスを用いたペンダント",""
"81158","プラスチックを用いたペンダント",""
"81159","その他のペンダント（ロケットを含む。）",""
"8116","ブローチ，ハットピン，装身用造花（頭・髪飾り用造花を除く。）及びこれらに類するもの",""
"81161","貴金属製ブローチ・ハットピン類（貴金属を張ったものを含む。）",""
"811611","金製ブローチ・ハットピン類",""
"811612","銀製ブローチ・ハットピン類",""
"811613","白金（プラチナ）製ブローチ・ハットピンるい",""
"811619","その他の貴金属製ブローチ・ハットピン類（貴金属を張ったものを含む。）",""
"81162","卑金属製ブローチ・ハットピン類（貴金属をめっきしたものを含む。）",""
"811621","銅・真ちゅう製ブローチ・ハットピン類",""
"811629","その他の卑金属製ブローチ・ハットピン類（貴金属をめっきしたものを含む。）",""
"81163","貴石・半貴石を用いたブローチ・ハットピン類（合成及び再生したものを含む。）",""
"811631","ダイヤモンドを用いたブローチ・ハットピン類",""
"811639","その他の貴石・半貴石を用いたブローチ・ハットピン類",""
"81164","天然・養殖真珠を用いたブローチ・ハットピン類",""
"81165","べっこう，さんご及びその他動物性天然素材を用いたブローチ・ハットピン類",""
"811651","べっこうを用いたブローチ・ハットピン類",""
"811652","さんごを用いたブローチ・ハットピン類",""
"811659","その他の動物性天然素材を用いたブローチ・ハットピンるい",""
"81166","人工真珠（人造真珠）を用いたブローチ・ハットピン類",""
"81167","ガラスを用いたブローチ・ハットピン類",""
"811671","研磨されたガラスを用いたブローチ・ハットピン類",""
"811679","その他のガラスを用いたブローチ・ハットピン類",""
"81168","プラスチックを用いたブローチ・ハットピン類",""
"81169","その他のブローチ，ハットピン，装身用造花（頭・髪飾り用造花を除く。）及びこれらに類するもの",""
"811691","コサージ及び装身用造花",""
"8116911","布はく製造花",""
"8116912","皮革製造花",""
"8116913","プラスチック製造花",""
"8116919","その他のコサージ及び装身用造花",""
"811699","他に分類されないブローチ，ハットピン，装身用造花及びこれらに類するもの",""
"8117","カフスボタン，カラーボタン，ネクタイピン及びこれらに類するもの",""
"81171","貴金属製のもの（貴金属を張ったものを含む。）",""
"811711","金製のもの",""
"811712","銀製のもの",""
"811713","白金（プラチナ）製のもの",""
"811719","その他の貴金属製のもの（貴金属を張ったものを含む。）",""
"81172","卑金属製のもの（貴金属をめっきしたものを含む。）",""
"811721","銅・真ちゅう製のもの",""
"811729","その他の卑金属製のもの（貴金属をめっきしたものを含む。）",""
"81173","貴石・半貴石を用いたもの（合成及び再生したものを含む。）",""
"811731","ダイヤモンドを用いたもの",""
"811739","その他の貴石・半貴石を用いたもの（合成及び再生したものを含む。）",""
"81174","天然・養殖真珠を用いたもの",""
"81175","べっこう，さんご及びその他動物性天然素材を用いたもの",""
"811751","べっこうを用いたもの",""
"811752","さんごを用いたもの",""
"811759","その他の動物性天然素材を用いたもの",""
"81176","人工真珠（人造真珠）を用いたもの",""
"81177","ガラスを用いたもの",""
"81178","プラスチックを用いたもの",""
"81179","その他のカフスボタン，カラーボタン，ネクタイピン及びこれらに類するもの",""
"8118","頭・髪飾り（髪飾りリボンを含む。）",""
"81181","貴金属製頭・髪飾り（貴金属を張ったものを含む。）",""
"811811","金製頭・髪飾り",""
"811812","銀製頭・髪飾り",""
"811813","白金（プラチナ）製頭・髪飾り",""
"811819","その他の貴金属製頭・髪飾り（貴金属を張ったものを含む。）",""
"81182","卑金属製頭・髪飾り（貴金属をめっきしたものを含む。）",""
"811821","銅・真ちゅう製頭・髪飾り",""
"811829","貴石・半貴石を用いた頭・髪飾り（貴金属をめっきしたものを含む。）",""
"81183","貴石・半貴石を用いた頭・髪飾り（合成及び再生したものを含む。）",""
"81184","天然・養殖真珠を用いた頭・髪飾り",""
"81185","べっこう，さんご及びその他動物性天然素材を用いた頭・髪飾り",""
"811851","べっこうを用いた頭・髪飾り",""
"811852","さんごを用いた頭・髪飾り",""
"811859","その他の動物性天然素材を用いた頭・髪飾り",""
"81186","人工真珠（人造真珠）を用いた頭・髪飾り",""
"81187","ガラスを用いた頭・髪飾り",""
"81188","プラスチックを用いた頭・髪飾り",""
"81189","その他の頭・髪飾り（髪飾りリボンを含む。）",""
"811891","髪飾りリボン",""
"811899","他に分類されない頭・髪飾り",""
"8119","その他の装身具",""
"81191","貴金属製装身具（貴金属製を張ったものを含む。）",""
"81192","卑金属製装身具（貴金属製をめっきしたものを含む。）",""
"81193","貴石・半貴石を用いた装身具（合成及び再生したものを含む。）",""
"81194","天然・養殖真珠を用いた装身具",""
"81195","べっこう，さんご及びその他動物性天然素材を用いた装身具",""
"81196","人工真珠（人造真珠）を用いた装身具",""
"81197","ガラスを用いた装身具",""
"81198","プラスチックを用いた装身具",""
"81199","他に分類されない装身具",""
"812","化粧用具，頭髪用品，かつら及びこれらに類するもの",""
"8121","コンパクト",""
"81211","貴金属製コンパクト（貴金属を張ったものを含む。）",""
"81212","卑金属製コンパクト（貴金属をめっきしたものを含む。）",""
"81213","貴石・半貴石を用いたコンパクト（合成及び再生したものを含む。）",""
"81214","天然・養殖真珠、べっこう，さんご及びその他動物性天然素材を用いたコンパクト",""
"81215","人工真珠（人造真珠）を用いたコンパクト",""
"81216","ガラスを用いたコンパクト",""
"81217","プラスチックを用いたコンパクト",""
"81219","その他のコンパクト",""
"8122","香水等化粧用スプレー（銀製香水入れを含む。）",""
"81221","貴金属製スプレー（貴金属を張ったものを含む。）",""
"81222","卑金属製スプレー（貴金属製をめっきしたものを含む。）",""
"81223","貴石・半貴石を用いたスプレー（合成及び再生したものを含む。）",""
"81224","天然・養殖真珠，べっこう，さんご及びその他動物性天然素材を用いたスプレー",""
"81225","人工真珠（人造真珠）を用いたスプレー",""
"81226","プラスチックを用いたスプレー",""
"81229","その他の香水等化粧用スプレー（銀製香水入れを含む。）",""
"8123","化粧用ブラシ",""
"81231","ほほばけ",""
"81232","まゆ筆",""
"81233","まつげブラシ",""
"81234","ヘアーブラシ",""
"81235","ローションブラシ",""
"81236","フィンガーブラシ",""
"81237","フェースブラシ",""
"81238","ひげブラシ",""
"81239","その他の化粧用ブラシ",""
"8124","くし（櫛），ヘアーピン，ヘアーネット及びこらに類するもの",""
"81241","くし（櫛）",""
"812411","べっこう製くし（櫛）",""
"812412","木製くし（櫛）",""
"812413","プラスチック製くし（櫛）",""
"812419","その他のくし（櫛）",""
"81242","ヘアーピン",""
"81243","ヘアーネット",""
"81249","その他の頭髪用品（くし（櫛），ヘアーピン及びヘアーネットを除くもの。）",""
"8125","かつら，つけひげ及びこれらに類するもの",""
"81251","かつら",""
"81252","つけひげ",""
"81253","かもじ",""
"81254","ヘアーパット",""
"81259","その他のかつら，つけひげ及びこれらに類するもの",""
"8129","その他の化粧用具，頭髪用品，かつら及びこれらに類するもの",""
"813","喫煙用具",""
"8131","ライター",""
"81311","オイルライター",""
"813111","貴金属製オイルライター（貴金属を張ったものを含む。）",""
"813112","卑金属製オイルライター（貴金属をめっきしたものを含む。）",""
"813113","皮革製オイルライター",""
"813114","プラスチック製オイルライター",""
"813119","その他のオイルライター",""
"81312","ガスライター",""
"813121","貴金属製ガスライター（貴金属を張ったものを含む。）",""
"813122","卑金属製ガスライター（貴金属をめっきしたものを含む。）",""
"813123","皮革製ガスライター",""
"813124","プラスチック製ガスライター",""
"813129","その他のガスライター",""
"81319","その他のライター",""
"8132","タバコケース（葉巻き及び刻み入れを含む。）",""
"81321","貴金属製たばこケース（貴金属を張ったものを含む。）",""
"81322","卑金属製たばこケース（貴金属をめっきしたものを含む。）",""
"81323","皮革製たばこケース",""
"81324","プラスチック製たばこケース",""
"81325","布製たばこケース",""
"81329","その他のたばこケース（葉巻き及び刻み入れを含む。）",""
"8133","たばこパイプ（きせるを含む。）",""
"81331","貴金属製たばこパイプ（貴金属を張ったものを含む。）",""
"81332","卑金属製たばこパイプ（貴金属をめっきしたものを含む。）",""
"81333","半貴石製たばこパイプ",""
"81334","べっこう製たばこパイプ",""
"81335","木竹製たばこパイプ",""
"81339","その他のたばこパイプ（きせるを含む。）",""
"8139","その他の喫煙用具",""
"814","銀器，銀めっき製品及び類似金属製品（装身具及び化粧用具を除く。）",""
"8141","銀製・銀めっき製食卓用品",""
"81411","皿類",""
"81412","はち（鉢）類",""
"81413","カップ類",""
"81414","ピッチャー類",""
"81415","ナイフ，フォーク及びスプーン",""
"81416","卓上呼鈴",""
"81419","その他の銀製・銀めっき製食卓用品",""
"8142","銀製・銀めっき製うつろもの",""
"81421","花器",""
"81422","置きもの",""
"81423","キャンドルスタンド",""
"81429","その他の銀製・銀めっき製うつろもの",""
"8143","銀製・銀めっき製酒器及び賞杯",""
"81431","玉はい（盃）セット",""
"81432","ウイスキーセット",""
"81433","酒器セット",""
"81434","賞杯",""
"81435","トロフィー",""
"81439","その他の銀製・めっき製酒器及び賞杯",""
"8149","その他の銀器，銀めっき製品及び類似金属製品（装身具及び化粧用具を除く。）",""
"81491","ペーパーナイフ",""
"81492","宝石箱",""
"81493","茶入れ",""
"81499","他に分類されない銀器，銀めっき製品及び類似金属製品（装身具及び化粧用具を除く。）",""
"815","時計バンド",""
"8151","金属製時計バンド（くさり類を含む。）",""
"81511","貴金属製時計バンド（貴金属を張ったものを含む。）",""
"815111","銀製・白金製時計バンド（イリジウム，オスミウム，ラジウム，ロジウム及びルテニウムを含む。）",""
"815119","その他の貴金属製時計バンド（貴金属を張ったものを含む。）",""
"81512","卑金属製時計バンド（貴金属をめっきしたものを含む。）",""
"815121","貴金属をめっきした卑金属製時計バンド",""
"815129","その他の卑金属製時計バンド（貴金属をめっきしたものを含む。）",""
"81519","その他の金属製時計バンド（くさり類を含む。）",""
"8152","皮革製時計バンド",""
"81521","わに・とかげ・へび革時計バンド",""
"81522","牛・馬・豚革時計バンド",""
"81529","その他の皮革製時計バンド",""
"8153","布製時計バンド",""
"81531","合成繊維製時計バンド",""
"81532","綿繊維製時計バンド",""
"81539","その他の布製時計バンド",""
"8154","プラスチック製時計バンド",""
"8158","時計バンドの部品及び附属品",""
"8159","その他の時計バンド",""
"819","その他の装身具，身辺細貨品及び銀器",""
"8191","キーホルダー，根付け及びこれらに類するもの",""
"81911","キーホルダー",""
"819111","貴金属製キーホルダー（貴金属を張ったものを含む。）",""
"819112","卑金属製キーホルダー（貴金属をめっきしたものを含む。）",""
"819113","天然・養殖真珠，べっこう，さんご及びその他動物性天然素材を用いたキーホルダー",""
"819119","その他のキーホルダー",""
"81912","根付け",""
"819121","貴金属製根付け（貴金属を張ったものを含む。）",""
"819122","卑金属製根付け（貴金属をめっきしたものを含む。）",""
"819123","天然・養殖真珠，べっこう，さんご及びその他動物性天然素材を用いた根付け",""
"819129","その他の根付け",""
"81919","その他のキーホルダー，根付け及びこれらに類するもの",""
"8192","記章，メダル及びこれらに類するもの",""
"81921","貴金属製記章・メダル類（貴金属を張ったものを含む。）",""
"81922","卑金属製記章・メダル類（貴金属をめっきしたものを含む。）",""
"81929","その他の記章，メダル及びこれらに類するもの",""
"8193","ローザリー，数珠（じゅず）及びこれらに類するもの",""
"81931","貴金属製ローザリー・数珠類（貴金属を張ったものを含む。）",""
"81932","卑金属製ローザリー・数珠類（貴金属をめっきしたものを含む。）",""
"81939","その他のローザリー，数珠（じゅず）及びこれらに類するもの",""
"8194","室内装飾用造花（冠婚葬祭用を含む。）",""
"81941","装飾用造花",""
"819411","花輪",""
"819412","盛花",""
"819413","花網",""
"819419","その他の装飾用造花",""
"81948","造花部品",""
"819481","花及びつぼみ",""
"819482","葉及びくき",""
"819489","その他の造花部品",""
"8199","他に分類されない装身具，身辺細貨品及び銀器",""
"82","家庭用繊維製品",""
"821","床敷物",""
"8211","機械織床敷物",""
"82111","平織床敷物",""
"821111","三笠織",""
"8211111","綿製三笠織",""
"8211119","その他の三笠織",""
"821119","その他の平織床敷物",""
"82112","二重織床敷物",""
"821121","菊水織",""
"8211211","綿製菊水織",""
"8211219","その他の菊水織",""
"821122","シエニール織",""
"8211221","綿製シエニール織",""
"8211222","毛製シエニール織",""
"8211229","その他のシエニール織",""
"821129","その他の二重織床敷物",""
"82113","パイル織床敷物",""
"821131","じゅうたん",""
"8211311","毛製じゅうたん",""
"8211319","その他のじゅうたん",""
"821132","アキスミンスタ",""
"8211321","毛製アキスミンスタ",""
"8211322","合成繊維製アキスミンスタ",""
"8211329","その他のアキスミンスタ",""
"821139","その他のパイル織床敷物",""
"82114","編織床敷物",""
"821141","ニッテッドカーペット",""
"8211411","毛製ニッテッドカーペット",""
"8211412","合成繊維製ニッテッドカーペット",""
"8211419","その他のニッテッドカーペット",""
"821142","ハイパイル",""
"8211421","毛製ハイパイル",""
"8211422","合成繊維製ハイパイル",""
"8211429","その他のハイパイル",""
"821149","その他の編織床敷物",""
"8212","手織製床敷物",""
"82121","平織床敷物",""
"821211","平織ラッグ",""
"8212111","綿製平織ラッグ",""
"8212112","毛製平織ラッグ",""
"8212119","その他の平織ラッグ",""
"821212","ハースクラフトラッグ",""
"8212121","綿製ハースクラフトラッグ",""
"8212122","毛製ハースクラフトラッグ",""
"8212129","その他のハースクラフトラッグ",""
"821213","三笠織",""
"8212131","綿製三笠織",""
"8212139","その他の三笠織",""
"821219","その他の平織床敷物",""
"82122","二重織床敷物",""
"821221","菊水織",""
"8212211","綿製菊水織",""
"8212212","毛製菊水織",""
"8212219","その他の菊水織",""
"821222","シエニール織",""
"8212221","綿製シエニール織",""
"8212222","毛製シエニール織",""
"8212229","その他のシエニール織",""
"821229","その他の二重織床敷物",""
"82123","パイル織床敷物",""
"821231","だんつう",""
"8212311","綿製だんつう",""
"8212312","毛製だんつう",""
"8212319","その他のだんつう",""
"821239","その他のパイル織床敷物",""
"82129","その他の手織製床敷物",""
"8213","組ひも製床敷物",""
"82131","チューブマット",""
"821311","綿製チューブマット",""
"821312","毛製チューブマット",""
"821313","合成繊維製チューブマット",""
"821319","その他のチューブマット",""
"82132","組ひもマット",""
"821321","綿製組ひもマット",""
"821322","毛製組ひもマット",""
"821323","合成繊維製組ひもマット",""
"821329","その他の組ひもマット",""
"82139","その他の組ひも製床敷物",""
"8214","刺しゅう製床敷物",""
"82141","タフテッドカーペット",""
"821411","毛製タフテッドカーペット",""
"821412","ポリエステル製タフテッドカーペット",""
"821413","ナイロン製タフテッドカーペット",""
"821414","アクリル製タフテッドカーペット",""
"821419","その他のタフテッドカーペット",""
"82142","フックドラッグ",""
"821421","綿製フックドラッグ",""
"821422","毛製フックドラッグ",""
"821423","合成繊維製フックドラッグ",""
"821429","その他のフックドラッグ",""
"82143","ミシンマット",""
"821431","綿製ミシンマット",""
"821432","毛製ミシンマット",""
"821433","合成繊維製ミシンマット",""
"821439","その他のミシンマット",""
"82149","その他の刺しゅう製床敷物",""
"8215","張りつけ及び不織布製床敷物",""
"82151","コードカーペット",""
"821511","毛製コードカーペット",""
"821512","合成繊維製コードカーペット",""
"821519","その他のコードカーペット",""
"82152","ボンデットカーペット",""
"821521","毛製ボンデットカーペット",""
"821522","合成繊維製ボンデットカーペット",""
"821529","その他のボンデットカーペット",""
"82153","ニードルパンチカーペット",""
"821531","毛製ニードルパンチカーペット",""
"821532","合成繊維製ニードルパンチカーペット",""
"821539","その他のニードルパンチカーペット",""
"82154","フェルトカーペット",""
"821541","毛製フェルトカーペット",""
"821542","合成繊維製フェルトカーペット",""
"821549","その他のフェルトカーペット",""
"82159","その他の張りつけ及び不織布製床敷物",""
"8216","畳，畳床，畳表類，円座及び角マット",""
"82161","畳",""
"82162","畳床",""
"821621","わら畳床",""
"821629","その他の畳床",""
"82163","畳表類",""
"821631","畳表",""
"8216311","いぐさ畳表",""
"8216312","プラスチック畳表",""
"821632","上敷きござ",""
"821633","花むしろ",""
"821639","その他の畳表類",""
"82164","円座及び角マット",""
"8217","硬面床敷物（ゴム製を除く。）",""
"82171","リノリューム",""
"821711","コルクリノリューム",""
"821712","プリントリノリューム",""
"821713","プレインリノリューム",""
"821714","ペーパーリノリューム",""
"821719","その他のリノリューム",""
"82172","タイル",""
"821721","リノタイル",""
"821722","アスファルトタイル",""
"821723","プラスチックタイル",""
"821729","その他のタイル",""
"82173","エナメル床敷物",""
"82174","フローオイルクロス",""
"82175","コルクマット",""
"82179","その他の硬面床敷物（ゴム製を除く。）",""
"8219","その他の床敷物",""
"82191","毛皮製床敷物",""
"821911","とら毛皮製床敷物",""
"821912","ひょう毛皮製床敷物",""
"821913","くま毛皮製床敷物",""
"821914","めん羊及びやぎ毛皮製床敷物",""
"821919","その他の毛皮製床敷物",""
"82192","紙製床敷物",""
"82193","わらむしろ",""
"82194","アンペラむしろ",""
"82199","他に分類されない床敷物",""
"822","寝具",""
"8221","ベッドスプレッド",""
"82211","綿製ベッドスプレッド",""
"82212","合成繊維製ベッドスプレッド",""
"82219","その他のベッドスプレッド",""
"8222","ベッドパッド及びベッド用掛けふとん",""
"82221","羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"822211","綿生地製羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"822212","麻生地製羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"822213","毛生地製羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"822214","絹生地製羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"822215","合成繊維生地製羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"822219","その他の羽毛・羽根入りベッドパッド及びベッド用掛けふとん",""
"82222","綿入りベッドパッド及びベッド用掛けふとん",""
"822221","綿生地製綿入りベッドパッド及びベッド用掛けふとん",""
"822222","麻生地製綿入りベッドパッド及びベッド用掛けふとん",""
"822223","毛生地製綿入りベッドパッド及びベッド用掛けふとん",""
"822224","絹生地製綿入りベッドパッド及びベッド用掛けふとん",""
"822225","合成繊維生地製綿入りベッドパッド及びベッド用掛けふとん",""
"822229","その他の綿入りベッドパッド及びベッド用掛けふとん",""
"82223","合成繊維入りベッドパッド及びベッド用掛けふとん",""
"822231","絹生地製合成繊維入りベッドパッド及びベッド用掛けふとん",""
"822232","麻生地製合成繊維入りベッドパッド及びベッド用掛けふとん",""
"822233","毛生地製合成繊維入りベッドパッド及びベッド用掛けふとん",""
"822234","絹生地製合成繊維入りベッドパッド及びベッド用掛けふとん",""
"822235","合成繊維生地製合成繊維入りベッドパッド及びベッド用掛けふとん",""
"822239","その他の合成繊維入りベッドパッド及びベッド用掛けふとん",""
"82224","羊毛入りベッドパッド及びベッド用掛けふとん",""
"822241","綿生地製羊毛入りベッドパッド及びベッド用掛けふとん",""
"822242","麻生地製羊毛入りベッドパッド及びベッド用掛けふとん",""
"822243","毛生地製羊毛入りベッドパッド及びベッド用掛けふとん",""
"822244","絹生地製羊毛入りベッドパッド及びベッド用掛けふとん",""
"822245","合成繊維生地製羊毛入りベッドパッド及びベッド用掛けふとん",""
"822249","その他の羊毛入りベッドパッド及びベッド用掛けふとん",""
"82229","その他のベッドパッド及びベッド用掛けふとん",""
"8223","毛布",""
"82231","織毛布",""
"822311","綿製織毛布",""
"822312","毛製織毛布",""
"822313","レーヨン製織毛布",""
"822314","合成繊維製織毛布",""
"822319","その他の織毛布",""
"82232","タフテッド毛布",""
"822321","毛製タフテッド毛布",""
"822322","合成繊維製タフテッド毛布",""
"822329","その他のタフテッド毛布",""
"82233","編織毛布",""
"822331","毛製編織毛布",""
"822332","レーヨン製編織毛布",""
"822333","合成繊維製編織毛布",""
"822339","その他の編織毛布",""
"82239","その他の毛布",""
"8224","タオルケット",""
"82241","綿製タオルケット",""
"82242","麻製タオルケット",""
"82243","毛製タオルケット",""
"82249","その他のタオルケット",""
"8225","ふとんカバー及び敷布（タオルシーツを含む。）",""
"82251","ふとんカバー",""
"822511","掛けふとんカバー（カバーリングを含む。）",""
"822512","敷きふとんカバー",""
"822513","毛布カバー",""
"822519","その他のふとんカバー",""
"82252","敷布（タオルシーツを含む。）",""
"822521","綿製敷布",""
"822522","麻製敷布",""
"822523","合成繊維製敷布",""
"822529","その他の敷布（タオルシーツを含む。）",""
"8226","まくらカバー及びまくら",""
"82261","まくらカバー",""
"822611","綿製まくらカバー",""
"822612","麻製まくらカバー",""
"822613","合成繊維製まくらカバー",""
"822614","プラスチック製まくらカバー",""
"822619","その他のまくらカバー",""
"82262","まくら",""
"822621","羽毛入りまくら",""
"822622","綿入りまくら",""
"822623","カポック入りまくら",""
"822624","ラテックス入りまくら",""
"822625","ラバー入りまくら",""
"822626","そばがら入りまくら",""
"822629","その他のまくら",""
"8227","寝台敷ぶとん及びマットレスパッドカバー",""
"82271","寝台敷きぶとん（わらぶとんを含む。）",""
"822711","織物製寝台敷きぶとん",""
"822712","プラスチック製寝台敷きぶとん",""
"822719","その他の寝台敷きぶとん（わらぶとんを含む。）",""
"82272","マットレスパッドカバー",""
"822721","織物製マットレスパッドカバー",""
"822722","プラスチック製マットレスパッドカバー",""
"822729","その他のマットレスパッドカバー",""
"8228","ふとん",""
"82281","綿・絹入りふとん",""
"822811","夜着",""
"822812","掛けふとん",""
"822813","敷きふとん",""
"822814","組ふとん",""
"82282","羽毛・羽根入りふとん",""
"822821","夜着",""
"822822","掛けふとん",""
"822823","敷きふとん",""
"822824","組ふとん",""
"82283","合成繊維入りふとん",""
"822831","夜着",""
"822832","掛けふとん",""
"822833","敷きふとん",""
"822834","組ふとん",""
"82284","羊毛入りふとん",""
"822841","夜着",""
"822842","掛けふとん",""
"822843","敷きふとん",""
"822844","組ふとん",""
"82289","その他のふとん",""
"8229","その他の寝具",""
"82291","スリーピングバッグ",""
"82299","他に分類されない寝具",""
"823","こたつふとん，座ぶとん及びクッション",""
"8231","こたつふとん",""
"82311","綿入りこたつふとん",""
"82312","合成繊維入りこたつふとん",""
"82313","羊毛入りこたつふとん",""
"82314","羽毛・羽根入りこたつふとん",""
"82319","その他のこたつふとん",""
"8232","座ぶとん",""
"82321","綿入り座ぶとん",""
"82322","合成繊維入り座ぶとん",""
"82323","羊毛入り座ぶとん",""
"82324","羽毛・羽根入り座ぶとん",""
"82325","ウレタンフォーム入り座ぶとん",""
"82329","その他の座ぶとん",""
"8233","クッション",""
"82331","綿入りクッション",""
"82332","合成繊維入りクッション",""
"82333","羊毛入りクッション",""
"82334","羽毛・羽根入りクッション",""
"82335","ウレタンフォーム入りクッション",""
"82339","その他のクッション",""
"824","カーテン及びとばり",""
"8241","カーテン",""
"82411","綿製カーテン",""
"82412","麻製カーテン",""
"82413","毛製カーテン",""
"82414","絹製カーテン",""
"82415","アセテート製カーテン",""
"82416","合成繊維製カーテン",""
"82417","プラスチック製カーテン",""
"82419","その他のカーテン",""
"8242","とばり",""
"825","テーブル掛け，ナプキン及び関連製品",""
"8251","テーブル掛け",""
"82511","綿製テーブル掛け",""
"82512","麻製テーブル掛け",""
"82513","毛製テーブル掛け",""
"82514","絹製テーブル掛け",""
"82515","アセテート製テーブル掛け",""
"82516","合成繊維製テーブル掛け",""
"82519","その他のテーブル掛け",""
"8252","ナプキン",""
"82521","綿製ナプキン",""
"82522","麻製ナプキン",""
"82523","紙製ナプキン",""
"82529","その他のナプキン",""
"8253","テーブルカバー，ドレッサーカバー及びスカーフ",""
"82531","綿製テーブルカバー，ドレッサーカバー及びスカーフ",""
"82532","麻製テーブルカバー，ドレッサーカバー及びスカーフ",""
"82533","毛製テーブルカバー，ドレッサーカバー及びスカーフ",""
"82534","アセテート製テーブルカバー，ドレッサーカバー及びスカーフ",""
"82535","合成繊維製テーブルカバー，ドレッサーカバー及びスカーフ",""
"82539","その他のテーブルカバー，ドレッサーカバー及びスカーフ",""
"8254","テーブルドイリー及びマット",""
"82541","綿製テーブルドイリー及びマット",""
"82542","麻製テーブルドイリー及びマット",""
"82543","毛製テーブルドイリー及びマット",""
"82544","合成繊維製テーブルドイリー及びマット",""
"82549","その他のテーブルドイリー及びマット",""
"8255","テーブルセット（ランチョン，ブリッジ及び類似品）",""
"82551","綿製テーブルセット",""
"82552","麻製テーブルセット",""
"82553","毛製テーブルセット",""
